"date","time","tweet","date_formatted"
2023-02-24,"","hola buen dia solicitar tarjeta diseño nuevo utilizarlarecien llegarme metalica embargo atraen diseños coleccionable quisiera pedir perder metal","24_02_2023"
2023-02-25,"","gracias ahorita amo ","25_02_2023"
2023-02-26,"","gracias bro","26_02_2023"
2023-02-26,"","gracias envie","26_02_2023"
2023-02-26,"","gracias responder quedo espera solucion problema","26_02_2023"
2023-02-26,"","hice varias transferencias rato bien","26_02_2023"
2023-02-26,"","veces cuestion limpiar chip pasarla asi solucionado inconveniente","26_02_2023"
2023-02-26,"","contesta compairles colaboracion hice","26_02_2023"
2023-02-26,"","ah gracias mencionas evidente relevancia excelente comentario","26_02_2023"
2023-02-26,"","agradecemos comprension jaja increible","26_02_2023"
2023-02-26,"","correcto bbva bbva problemas avisaron aproximadamente","26_02_2023"
2023-02-27,"","gracias respondi","27_02_2023"
2023-02-27,"","listo gracias","27_02_2023"
2023-02-27,"","perfecto gracias ","27_02_2023"
2023-02-27,"","tremenda sabiduria quede anonadado mensaje creia cantidad ponia garantia utilizaba niños alimento indigentes despues entregaban tarjeta credito tremenda explicacion","27_02_2023"
2023-02-27,"","padrisima tarjeta","27_02_2023"
2023-02-27,"","bonito considerar adquirir tarjeta","27_02_2023"
2023-02-27,"","gracias mande datos tarjeta","27_02_2023"
2023-02-27,"","problema","27_02_2023"
2023-02-27,"","problema falla dalay","27_02_2023"
2023-02-27,"","pf sigues intermitencias bbva problema","27_02_2023"
2023-02-27,"","primera habia chichen itza esperando modelo bonito tambien","27_02_2023"
2023-02-27,"","bbva bancoppel dos trabajan perfeccion","27_02_2023"
2023-02-27,"","entiendo agradezco comentario sugerencia gustaria recibir notificacion correo texto servicio estara disponible caer situacion sirve mucha utilidad tarjeta gustaria seguir","27_02_2023"
2023-02-27,"","bien ","27_02_2023"
2023-02-28,"","siento poderosa gracias contenta ","28_02_2023"
2023-02-28,"","bien","28_02_2023"
2023-02-28,"","maravilla servicio eficiente app primera altamente recomendable","28_02_2023"
2023-02-28,"","ay mia diseño super cool ","28_02_2023"
